Album Name,Track Number,Track Name,Track Duration (ms),Explicit,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Speechiness,Tempo,Time Signature,Valence,Album URI,Track URI
evermore (deluxe version),7,happiness,315146,True,69,0.87,0.559,0.334,0.0,11,0.114,-10.733,0.0376,122.079,4,0.211,spotify:album:6AORtDjduMM3bupSWzbTSG,spotify:track:55Vf4bimc1Rtfg0PAQRAo2
evermore (deluxe version),8,dorothea,225880,False,69,0.696,0.605,0.488,0.0,4,0.129,-8.322,0.0264,119.966,4,0.354,spotify:album:6AORtDjduMM3bupSWzbTSG,spotify:track:66tOfHVH3aUrscg8vExRV4
evermore (deluxe version),9,coney island (feat. The National),275320,False,69,0.819,0.537,0.537,0.000904,8,0.142,-11.266,0.0617,107.895,4,0.292,spotify:album:6AORtDjduMM3bupSWzbTSG,spotify:track:2awNGIJHodfLZSClB3PYhz
evermore (deluxe version),10,ivy,260440,True,70,0.855,0.515,0.545,1.97e-05,2,0.0921,-9.277,0.0353,88.856,4,0.535,spotify:album:6AORtDjduMM3bupSWzbTSG,spotify:track:43Ykum9T72UOPhBN31grpN
evermore (deluxe version),11,cowboy like me,275040,True,70,0.768,0.604,0.517,0.000155,0,0.123,-9.014,0.0347,127.967,4,0.511,spotify:album:6AORtDjduMM3bupSWzbTSG,spotify:track:52OkpDsU6MmPx1AwGOb6Ap
evermore (deluxe version),12,long story short,215920,False,69,0.66,0.546,0.73,0.179,0,0.0972,-7.704,0.0417,157.895,4,0.573,spotify:album:6AORtDjduMM3bupSWzbTSG,spotify:track:5VYWxXUpxuxEmCqMLDqICo
evermore (deluxe version),13,marjorie,257773,False,69,0.876,0.535,0.561,0.000136,5,0.115,-11.609,0.0484,96.103,4,0.287,spotify:album:6AORtDjduMM3bupSWzbTSG,spotify:track:5uICWmZTLkpEVbK22PBP6e
evermore (deluxe version),14,closure,180653,False,67,0.835,0.689,0.704,4.83e-06,9,0.134,-10.813,0.245,151.884,5,0.92,spotify:album:6AORtDjduMM3bupSWzbTSG,spotify:track:6a8aUhYbaQBUI8PcJ5ZmQ6
evermore (deluxe version),15,evermore (feat. Bon Iver),304106,False,70,0.937,0.39,0.27,0.00227,1,0.111,-10.673,0.0308,125.177,5,0.32,spotify:album:6AORtDjduMM3bupSWzbTSG,spotify:track:6Wlq9rqkxrqj5Kls4Kw14H
evermore (deluxe version),16,right where you left me - bonus track,245026,False,81,0.769,0.581,0.619,0.000106,10,0.117,-6.524,0.0282,137.915,4,0.645,spotify:album:6AORtDjduMM3bupSWzbTSG,spotify:track:3zwMVvkBe2qIKDObWgXw4N
evermore (deluxe version),17,it’s time to go - bonus track,254640,False,72,0.801,0.592,0.41,1.39e-05,0,0.09,-12.426,0.0397,151.923,4,0.416,spotify:album:6AORtDjduMM3bupSWzbTSG,spotify:track:1kdWw77ZpYOkhxeuhzU1j6
evermore,1,willow,214706,False,81,0.833,0.392,0.574,0.00179,7,0.145,-9.195,0.17,81.112,4,0.529,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:0lx2cLdOt3piJbcaXIV74f
evermore,2,champagne problems,244000,True,81,0.92,0.462,0.24,0.0,0,0.113,-12.077,0.0377,171.319,4,0.32,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:0sY6ZUTh4yoctD8VIXz339
evermore,3,gold rush,185320,True,74,0.83,0.512,0.462,0.166,9,0.121,-10.491,0.0408,112.05,4,0.353,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:5BK0uqwY9DNfZ630STAEaq
evermore,4,‘tis the damn season,229840,False,74,0.735,0.575,0.434,6.59e-05,5,0.105,-8.193,0.0312,145.916,4,0.348,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:7dW84mWkdWE5a6lFWxJCBG
evermore,5,tolerate it,245440,True,76,0.878,0.316,0.361,2.67e-05,9,0.0797,-10.381,0.0488,74.952,5,0.221,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:0PurA4JVJ8YQgSVopY8fn6
evermore,6,"no body, no crime (feat. HAIM)",215626,False,73,0.418,0.546,0.613,0.0,7,0.103,-7.589,0.0264,79.015,4,0.535,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:3RaT22zZsxVYxxKR7TAaYF
evermore,7,happiness,315146,True,69,0.87,0.559,0.334,0.0,11,0.114,-10.733,0.0376,122.079,4,0.211,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:73YUReisjb3A9ActdLLjJQ
evermore,8,dorothea,225880,False,68,0.696,0.605,0.488,0.0,4,0.129,-8.322,0.0264,119.966,4,0.354,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:670fUmXf4KQekzbEgaXyPA
evermore,9,coney island (feat. The National),275320,False,68,0.819,0.537,0.537,0.000904,8,0.142,-11.266,0.0617,107.895,4,0.292,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:3k7ne7VmH43ZPWxPdvPUgR
evermore,10,ivy,260440,True,72,0.855,0.515,0.545,1.97e-05,2,0.0921,-9.277,0.0353,88.856,4,0.535,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:19CSr8rwW05VJL2F91KFNK
evermore,11,cowboy like me,275040,True,71,0.768,0.604,0.517,0.000155,0,0.123,-9.014,0.0347,127.967,4,0.511,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:1XjHRolIXL2M1EEOUsGGR4
evermore,12,long story short,215920,False,68,0.66,0.546,0.73,0.179,0,0.0972,-7.704,0.0417,157.895,4,0.573,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:2o2sgVJIgFXk8GQjWTgI6U
evermore,13,marjorie,257773,False,73,0.876,0.535,0.561,0.000136,5,0.115,-11.609,0.0484,96.103,4,0.287,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:12ntTeqEeTg7GAVpe8Mhpl
evermore,14,closure,180653,False,66,0.835,0.689,0.704,4.83e-06,9,0.134,-10.813,0.245,151.884,5,0.92,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:35rdVq36LMHQX0Suw9a6tK
evermore,15,evermore (feat. Bon Iver),304106,False,69,0.937,0.39,0.27,0.00227,1,0.111,-10.673,0.0308,125.177,5,0.32,spotify:album:2Xoteh7uEpea4TohMxjtaq,spotify:track:3O5osWf1rSoKMwe6E9ZaXP
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],1,the 1,210240,True,55,0.75,0.78,0.361,7.14e-06,0,0.108,-6.942,0.048,139.902,4,0.163,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:0P9wLFurlgumLXuqFEpw52
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2,cardigan,239560,False,56,0.525,0.612,0.58,0.000414,0,0.26,-8.572,0.0419,130.045,4,0.534,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:7zcnlq38eqNWyUF6eNaB5Z
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],3,the last great american dynasty,231000,True,54,0.481,0.688,0.653,0.00414,7,0.106,-8.558,0.0403,147.991,4,0.701,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:4ojxSyrEraN7d46BMBPThZ
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],4,exile (feat. Bon Iver),285640,False,55,0.761,0.31,0.374,2.46e-05,6,0.11,-8.464,0.0275,75.938,4,0.16,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:6kz2hkq1xQvDqPcUyBkw8f
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],5,my tears ricochet,255893,False,54,0.814,0.456,0.265,0.0,0,0.0679,-10.663,0.0328,129.947,4,0.112,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:0Oju1YcbPCJuUQQWoZNdJK
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],6,mirrorball,208973,False,53,0.686,0.549,0.417,1.9e-06,7,0.0604,-10.064,0.035,110.137,4,0.347,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:5jQyGzcwqAxwT5QUIMivoX
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],7,seven,208906,False,52,0.888,0.602,0.494,2.59e-05,4,0.0902,-10.813,0.0277,94.955,4,0.374,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:2vJ7QvyCiR4DaHxwO58izA
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],8,august,261920,False,56,0.553,0.387,0.634,6.93e-05,5,0.0931,-9.222,0.0363,89.567,4,0.42,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:1UHoF9p75IVsvUt6WdTYhn
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],9,this is me trying,195106,False,53,0.312,0.511,0.478,2.3e-05,9,0.147,-9.837,0.0322,135.882,4,0.408,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:5DnDBYrfGoxdnomqEAkFIv
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],10,illicit affairs,190893,False,53,0.862,0.529,0.304,0.0,10,0.108,-10.567,0.0356,119.58,4,0.44,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:7CVTowKpGPA2MsIbkTl2oc
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11,invisible string,252880,False,53,0.859,0.651,0.459,6.63e-05,4,0.105,-11.128,0.0507,83.455,4,0.454,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:4WHIqhrbdva5vQSrCuet3l
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],12,mad woman,237266,True,51,0.67,0.593,0.7,6.77e-06,3,0.116,-9.016,0.0492,141.898,4,0.451,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:7klXN6RCN5Rj0VeYO5gBzU
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],13,epiphany,289746,False,50,0.727,0.317,0.254,0.000326,1,0.0867,-13.679,0.0286,93.933,4,0.103,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:5MFjHn1qfR9AsWuyzJLk1z
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],14,betty,294520,True,51,0.589,0.595,0.376,0.0,0,0.0989,-8.767,0.0256,95.946,4,0.476,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:2jhfs6moEAK13eLM6xim4l
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],15,peace,234000,True,50,0.916,0.644,0.284,1.5e-05,5,0.0909,-12.879,0.0821,150.072,4,0.328,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:0O9i6jhscByEJs1ipy5hu4
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],16,hoax,220040,False,49,0.964,0.676,0.178,7.9e-06,8,0.135,-15.01,0.0394,118.84,4,0.404,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:4XCYmu7QLySdIahgBALKJK
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],17,the lakes - bonus track,211813,False,51,0.842,0.313,0.258,1.3e-06,2,0.0948,-11.532,0.0383,179.947,4,0.268,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:0zEprKYeuGOIZoHyu6O1E2
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],1,the 1 - the long pond studio sessions,219893,True,60,0.898,0.708,0.25,0.026,0,0.102,-10.731,0.0361,139.803,4,0.156,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:08J4bMHbILkwSIhbtrcvjN
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2,cardigan - the long pond studio sessions,230680,False,62,0.88,0.395,0.234,0.0,0,0.107,-9.704,0.0382,86.478,3,0.247,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:3EPgWM1zfTSzEc0z4AwWTM
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],3,the last great american dynasty - the long pond studio sessions,232346,False,58,0.743,0.64,0.618,0.004,7,0.0574,-11.715,0.0379,147.948,4,0.614,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:28tIMaewZuGR8urkvFhQyA
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],4,exile (feat. Bon Iver) - the long pond studio sessions,279893,False,59,0.848,0.359,0.305,6.74e-05,6,0.111,-10.295,0.0306,151.956,4,0.108,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:7N015NTIWGjQDddHUdHPoO
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],5,my tears ricochet - the long pond studio sessions,295173,False,61,0.946,0.531,0.172,1.01e-05,0,0.0615,-12.34,0.0351,129.007,4,0.168,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:5mdNyCS7ttVcAyVYOIFEjs
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],6,mirrorball - the long pond studio sessions,237373,False,59,0.78,0.509,0.386,3.45e-05,2,0.118,-8.434,0.0272,109.993,4,0.109,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:2yceD2hx5HhOLgkm1CITCi
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],7,seven - the long pond studio sessions,208986,False,57,0.914,0.694,0.449,0.000126,4,0.1,-11.49,0.0301,94.963,4,0.363,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:4cOWq0cVsKjxaQpRMbDoH1
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],8,august - the long pond studio sessions,260000,False,61,0.5,0.554,0.663,4.77e-05,5,0.791,-8.961,0.0324,89.977,4,0.545,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:4MGexoZc12lqE0hYkq9YYx
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],9,this is me trying - the long pond studio sessions,209293,False,61,0.928,0.435,0.332,0.000898,9,0.0867,-11.611,0.031,68.097,3,0.157,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:1gaLZjPrDnHQWJds2Jg4KT
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],10,illicit affairs - the long pond studio sessions,183720,False,59,0.883,0.489,0.235,0.0,10,0.113,-10.274,0.0356,117.699,4,0.435,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:560uQyz3p5G9WdnMX39xc6
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],11,invisible string - the long pond studio sessions,257359,False,57,0.942,0.59,0.282,4.85e-06,7,0.11,-10.542,0.0281,83.438,4,0.351,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:5KByGq0JijSSDcy0qzuINs
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],12,mad woman - the long pond studio sessions,238333,True,56,0.887,0.663,0.465,0.000168,3,0.109,-10.463,0.0408,141.834,4,0.346,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:04xrhDrQ2WOW8GLwu7kbc0
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],13,epiphany - the long pond studio sessions,274880,False,55,0.916,0.524,0.2,0.000392,1,0.068,-13.004,0.0274,93.87,4,0.113,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:4yyKppX85ZkmlGOC2toBZA
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],14,betty - the long pond studio sessions,290040,True,57,0.841,0.538,0.316,0.0,9,0.119,-9.5,0.0299,95.68,4,0.518,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:1mh5dObNoOvCfHmXnhvDEK
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],15,peace - the long pond studio sessions,214373,True,56,0.93,0.619,0.344,7.61e-05,5,0.0734,-11.472,0.0647,149.897,4,0.513,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:4YHHz3VIXgNDGdoL9xC1tx
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],16,hoax - the long pond studio sessions,221800,False,57,0.962,0.682,0.155,0.0,8,0.18,-13.083,0.0394,118.832,4,0.483,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:0QTBsdoJhamY3Aid3fOsOd
folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],17,the lakes - the long pond studio sessions,199733,False,59,0.794,0.606,0.221,0.0,2,0.0888,-11.767,0.0468,89.844,4,0.112,spotify:album:0PZ7lAru5FDFHuirTkWe9Z,spotify:track:6mqyTq948oap5AkyTsd6XF
folklore (deluxe version),1,the 1,210240,True,74,0.75,0.78,0.361,7.14e-06,0,0.108,-6.942,0.048,139.902,4,0.163,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:4pfrrhvplbJZAIsfosGWQP
folklore (deluxe version),2,cardigan,239560,False,75,0.525,0.612,0.58,0.000414,0,0.26,-8.572,0.0419,130.045,4,0.534,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:0KRYCBwIpWYFNrXOmXbyUh
folklore (deluxe version),3,the last great american dynasty,231000,True,73,0.481,0.688,0.653,0.00414,7,0.106,-8.558,0.0403,147.991,4,0.701,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:2olxzvoFI9IpxqFeUv7WOX
folklore (deluxe version),4,exile (feat. Bon Iver),285640,False,74,0.761,0.31,0.374,2.46e-05,6,0.11,-8.464,0.0275,75.938,4,0.16,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:5S4aYQAJOwJMAamANWlICO
folklore (deluxe version),5,my tears ricochet,255893,False,74,0.814,0.456,0.265,0.0,0,0.0679,-10.663,0.0328,129.947,4,0.112,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:5P2bHCDM2tsgIaYWsZMhu5
folklore (deluxe version),6,mirrorball,208973,False,73,0.686,0.549,0.417,1.9e-06,7,0.0604,-10.064,0.035,110.137,4,0.347,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:2I8YAEA1VmCuP1wkJHMpTw
folklore (deluxe version),7,seven,208906,False,72,0.888,0.602,0.494,2.59e-05,4,0.0902,-10.813,0.0277,94.955,4,0.374,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:76mOLcXOjOEhyY4mMF1l3r
folklore (deluxe version),8,august,261920,False,75,0.553,0.387,0.634,6.93e-05,5,0.0931,-9.222,0.0363,89.567,4,0.42,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:6nK2pIKFcRc5frrZKHgsiT
folklore (deluxe version),9,this is me trying,195106,False,73,0.312,0.511,0.478,2.3e-05,9,0.147,-9.837,0.0322,135.882,4,0.408,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:7cm50Lw03k6VvRauJtkyTj
folklore (deluxe version),10,illicit affairs,190893,False,73,0.862,0.529,0.304,0.0,10,0.108,-10.567,0.0356,119.58,4,0.44,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:6DrLROM5MG9bxWHeEG5elq
folklore (deluxe version),11,invisible string,252880,False,73,0.859,0.651,0.459,6.63e-05,4,0.105,-11.128,0.0507,83.455,4,0.454,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:2ehRU518I0hYqMGQnk4lDY
folklore (deluxe version),12,mad woman,237266,True,70,0.67,0.593,0.7,6.77e-06,3,0.116,-9.016,0.0492,141.898,4,0.451,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:0RP1kqoSPkVXsKiQNhMKzV
folklore (deluxe version),13,epiphany,289746,False,69,0.727,0.317,0.254,0.000326,1,0.0867,-13.679,0.0286,93.933,4,0.103,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:1EXa37LpSvi3OQ9UYQ28rD
folklore (deluxe version),14,betty,294520,True,71,0.589,0.595,0.376,0.0,0,0.0989,-8.767,0.0256,95.946,4,0.476,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:3IhtE4fkytdrtEfV34UzkD
folklore (deluxe version),15,peace,234000,True,69,0.916,0.644,0.284,1.5e-05,5,0.0909,-12.879,0.0821,150.072,4,0.328,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:6JlI8Ay77m4nJvZTHvfT1J
folklore (deluxe version),16,hoax,220040,False,69,0.964,0.676,0.178,7.9e-06,8,0.135,-15.01,0.0394,118.84,4,0.404,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:0YeDG5HnKnG7jpArkzsSPa
folklore (deluxe version),17,the lakes - bonus track,211813,False,73,0.842,0.313,0.258,1.3e-06,2,0.0948,-11.532,0.0383,179.947,4,0.268,spotify:album:1pzvBxYgT6OVwJLtHkrdQK,spotify:track:0eFQWVz0qIxDOvhLpZ40P7
folklore,1,the 1,210251,True,81,0.757,0.777,0.357,7.28e-06,0,0.108,-6.942,0.0522,139.883,4,0.172,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:0Jlcvv8IykzHaSmj49uNW8
folklore,2,cardigan,239560,False,90,0.537,0.613,0.581,0.000345,0,0.25,-8.588,0.0424,130.033,4,0.551,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:4R2kfaDFhslZEMJqAFNpdd
folklore,3,the last great american dynasty,230999,True,77,0.467,0.686,0.662,0.0023,7,0.109,-8.505,0.0413,147.922,4,0.706,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:2Eeur20xVqfUoM3Q7EFPFt
folklore,4,exile (feat. Bon Iver),285634,False,82,0.778,0.298,0.38,5.62e-05,6,0.11,-8.426,0.0287,75.602,4,0.152,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:4pvb0WLRcMtbPGmtejJJ6y
folklore,5,my tears ricochet,255893,False,80,0.806,0.456,0.263,0.0,0,0.0749,-10.63,0.0332,129.86,4,0.111,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:1MgV7FIyNxIG7WzMRJV5HC
folklore,6,mirrorball,208977,False,80,0.687,0.553,0.413,2.33e-06,2,0.0594,-10.037,0.0334,110.107,4,0.379,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:0ZNU020wNYvgW84iljPkPP
folklore,7,seven,208906,False,77,0.9,0.596,0.488,2.7e-05,4,0.091,-10.769,0.0274,94.926,4,0.415,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:6KJqZcs9XDgVck7Lg9QOTC
folklore,8,august,261922,False,92,0.538,0.532,0.623,7.28e-05,5,0.0925,-9.208,0.0331,89.937,4,0.403,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K
folklore,9,this is me trying,195097,False,79,0.314,0.515,0.476,4.74e-05,9,0.171,-9.843,0.0328,135.886,4,0.412,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:7kt9e9LFSpN1zQtYEl19o1
folklore,10,illicit affairs,190898,False,79,0.881,0.559,0.31,0.0,10,0.106,-10.445,0.0338,119.845,4,0.46,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:2NmsngXHeC1GQ9wWrzhOMf
folklore,11,invisible string,252880,False,78,0.838,0.653,0.452,7.73e-05,4,0.108,-11.143,0.055,83.433,4,0.45,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV
folklore,12,mad woman,237258,True,72,0.655,0.592,0.699,1.68e-05,3,0.114,-8.995,0.0471,141.916,4,0.506,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:2QDyYdZyhlP2fp79KZX8Bi
folklore,13,epiphany,289749,False,70,0.731,0.354,0.267,0.000402,1,0.0858,-13.69,0.0281,94.219,4,0.113,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:08fa9LFcFBTcilB3iq2e2A
folklore,14,betty,294521,True,77,0.6,0.593,0.377,0.0,0,0.0976,-8.761,0.0253,95.939,4,0.502,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:5kI4eCXXzyuIUXjQra0Cxi
folklore,15,peace,234000,True,72,0.918,0.647,0.272,1.73e-05,5,0.0918,-12.906,0.0916,150.044,4,0.339,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:7MbT4I8qGntX4fMdqMQgke
folklore,16,hoax,220042,False,71,0.966,0.662,0.181,3.86e-06,8,0.133,-15.065,0.0415,118.819,4,0.429,spotify:album:2fenSS68JI1h4Fo296JfGr,spotify:track:6MWoRt97mnSTXZhu3ggi9C
Lover,1,I Forgot That You Existed,170640,False,77,0.298,0.664,0.316,2.03e-06,5,0.0812,-10.345,0.519,92.875,4,0.541,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:43rA71bccXFGD4C8GOpIlN
Lover,2,Cruel Summer,178426,False,99,0.117,0.552,0.702,2.06e-05,9,0.105,-5.707,0.157,169.994,4,0.564,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
Lover,3,Lover,221306,False,90,0.492,0.359,0.543,1.58e-05,7,0.118,-7.582,0.0919,68.534,4,0.453,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:1dGr1c8CrMLDpV6mPbImSI
Lover,4,The Man,190360,False,86,0.0767,0.777,0.658,0.0,0,0.0901,-5.191,0.054,110.048,4,0.633,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:3RauEVgRgj1IuWdJ9fDs70
Lover,5,The Archer,211240,False,82,0.12,0.292,0.574,0.00569,0,0.0663,-9.375,0.0401,124.344,4,0.166,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:3pHkh7d0lzM2AldUtz2x37
Lover,6,I Think He Knows,173386,False,79,0.00889,0.897,0.366,0.000353,0,0.0715,-8.029,0.0569,100.003,4,0.416,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:2YWtcWi3a83pdEg3Gif4Pd
Lover,7,Miss Americana & The Heartbreak Prince,234146,False,83,0.028,0.662,0.747,0.00615,11,0.138,-6.926,0.0736,150.088,4,0.487,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:214nt20w5wOxJnY462klLw
Lover,8,Paper Rings,222400,False,86,0.0129,0.811,0.719,1.36e-05,9,0.0742,-6.553,0.0497,103.979,4,0.865,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:4y5bvROuBDPr5fuwXbIBZR
Lover,9,Cornelia Street,287266,False,81,0.781,0.824,0.624,0.000189,0,0.1,-9.728,0.0827,102.012,4,0.248,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:12M5uqx0ZuwkpLp5rJim1a
Lover,10,Death By A Thousand Cuts,198533,False,79,0.454,0.712,0.732,0.0,4,0.319,-6.754,0.0629,94.071,4,0.313,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:2dgFqt3w9xIQRjhPtwNk3D
Lover,11,London Boy,190240,False,81,0.0246,0.695,0.71,0.000104,1,0.133,-6.639,0.05,157.925,4,0.557,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:1LLXZFeAHK9R4xUramtUKw
Lover,12,Soon You’ll Get Better (feat. The Chicks),201586,False,73,0.907,0.433,0.182,0.0,0,0.123,-12.566,0.0641,207.476,4,0.421,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:4AYtqFyFbX0Xkc2wtcygTr
Lover,13,False God,200306,False,78,0.736,0.739,0.32,0.000147,11,0.111,-10.862,0.239,79.97,4,0.351,spotify:album:1NAmidJlEaVgA3MpcPFYGq,spotify:track:5hQSXkFgbxjZo9uCwd11so
